"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"1316";"Destrian";"VIT";3194;0,99;182,4;0,94;"73%";123,1;"25%";39;7
"1317";"CNKa";"KC";883;0,99;230,9;1,03;"69%";148,7;"26%";37;16
"1318";"RoLEX";"AAA";358;0,99;224,2;1;"65%";140,5;"26%";25;-5
"1319";"Jennax";"Alve";1197;0,99;199,5;0,99;"70%";126,1;"21%";25;17
"1320";"r1nny";"zTit";443;0,99;195,7;0,88;"71%";124,9;"25%";24;-10
"1321";"frei";"RIX";1720;0,99;213,3;1,07;"70%";137,1;"26%";34;-4
"1322";"sharky";"COL";1284;0,99;208,5;0,95;"70%";135,3;"19%";27;-5
"1323";"Ivan4ezz";"Ksen";1619;0,99;207,8;1;"67%";137,1;"25%";30;-36
"1324";"soulM8";"RGE";1565;0,98;198,9;0,98;"68%";132,3;"33%";29;-16
"1325";"SpaceBud";"WTD";55;0,98;189,7;1;"64%";117,3;"17%";15;1
"1326";"WESSON";"SUR";298;0,98;193,5;0,93;"69%";123;"22%";28;-2
"1327";"mittens";"LF";894;0,98;203,6;0,98;"69%";134,4;"23%";28;5
"1328";"SRXZ";"TMQ";349;0,98;211,5;0,95;"67%";134,4;"25%";27;7
"1329";"Dazlly";"TU";2435;0,98;207,6;1,02;"70%";137,1;"22%";33;-35
"1330";"reazy";NA;1010;0,98;209,2;0,99;"71%";137,1;"34%";27;30
"1331";"Fluky";"47";631;0,98;215,6;0,98;"71%";147;"30%";46;6
"1332";"S1GX";"DDLM";111;0,98;244,5;0,97;"69%";158,1;"24%";28;-8
"1333";"jakee";"TR";3589;0,98;218,5;1,01;"68%";142,8;"30%";33;-59
"1334";"DOXZ3R";"AA";207;0,98;211,2;0,91;"67%";132,7;"25%";25;2
"1335";"Woozy";"CWB";230;0,98;190,2;0,87;"69%";124,6;"21%";18;-1
"1336";"OLIZERA";"DSY";1123;0,98;217,3;0,94;"68%";140,3;"21%";32;15
"1337";"d0rf";"BAAM";2141;0,98;192,2;0,99;"71%";124,1;"26%";30;-25
"1338";"ALEKSANDAR";"YFP";2827;0,98;200,6;1,02;"70%";130,8;"39%";33;-28
"1339";"Korsonix";"Elys";2156;0,98;196;0,98;"68%";128,6;"23%";29;-17
"1340";"gobera";"UNI";1015;0,98;214,1;1;"67%";143,7;"20%";27;-40
"1341";"MiniNiwde";"OKWU";234;0,98;231,3;1,08;"68%";148,3;"21%";26;3
"1342";"JewNNN";"AUR";68;0,98;184,3;0,89;"74%";116,8;"25%";21;-4
"1343";"Harry";"HM";1460;0,98;186,5;0,98;"66%";123,3;"22%";34;-10
"1344";"R0K3T";"T1KR";793;0,98;224,3;1,03;"70%";144,8;"21%";31;-24
"1345";"kirei";"Ambi";1709;0,98;205,7;1,03;"70%";134,2;"23%";26;30
"1346";"arbie";"RN";2150;0,98;198;0,96;"72%";127,8;"25%";26;1
"1347";"Eisberg";NA;1810;0,98;161;0,9;"74%";105,2;"17%";21;-35
"1348";"Eneska";"F9";146;0,98;216,3;0,91;"70%";136,3;"21%";20;-3
"1349";"jonx";"PRL";1782;0,98;206,8;0,97;"70%";133,3;"27%";33;-9
"1350";"Luc1d";"UOL";1736;0,98;201,8;0,99;"69%";130,5;"27%";34;-1
"1351";"scÂtro";NA;207;0,98;200,4;0,88;"66%";139,8;"23%";21;3
"1352";"WorldEdit";"Yungs";1499;0,98;220,1;1,03;"66%";143,1;"20%";29;26
"1353";"NoMan";"WS";531;0,98;229,2;1,03;"66%";145,3;"27%";38;5
"1354";"KnightRider";"GR";3598;0,98;216,1;1,08;"65%";134,7;"30%";35;100
"1355";"Stazioo";NA;400;0,98;200;1,01;"69%";128,3;"28%";34;-1
"1356";"INFESTOR";"GK";1225;0,98;191,8;0,98;"69%";126,1;"23%";26;8
"1357";"Samsi";"XL.GC";1462;0,98;199,7;0,97;"72%";131,6;"17%";26;16
"1358";"FireBallOps";"Scoo";4424;0,98;222,7;1,03;"67%";147,6;"29%";28;19
"1359";"envy";"FL";351;0,98;211,4;0,99;"69%";128,7;"22%";22;-5
"1360";"koldqt";NA;152;0,98;224,1;1,02;"68%";141,8;"26%";21;-6
"1361";"DxN";"LVR";1617;0,98;203,2;1,02;"70%";134,3;"20%";25;20
"1362";"somboyy";"AAA";428;0,98;191,1;0,99;"69%";125,5;"24%";29;2
"1363";"NiceHacks";"SOTZ.V2";2223;0,98;215;0,97;"68%";138,5;"20%";31;9
"1364";"konoxians";NA;473;0,98;214,7;1,03;"66%";139,8;"18%";27;3
"1365";"tatuo";NA;57;0,98;200;0,93;"71%";132,7;"48%";15;2
"1366";"LuoK1ng";"KONE";1565;0,98;190;0,98;"70%";123,5;"27%";28;-2
"1367";"Rias";"GG";2157;0,98;181;0,91;"70%";122,9;"27%";28;-45
"1368";"Yuicaw";NA;1625;0,98;215,9;1,05;"68%";140,1;"25%";32;23
"1369";"juL";"SNM";173;0,98;188,8;0,85;"70%";125,3;"24%";31;-9
"1370";"xZe";"NKT";1128;0,98;205,3;1;"69%";133,2;"36%";27;0
"1371";"Babax";"MDR";519;0,98;201;0,98;"71%";135,7;"27%";25;-8
"1372";"Lilou";NA;108;0,98;149,4;0,78;"74%";99,7;"25%";18;-1
"1373";"silentzz";"RED";1252;0,98;230,6;1,01;"67%";151,3;"28%";33;28
"1374";"AFoxx";"GMT";1384;0,98;185,2;1,03;"68%";125,9;"37%";28;27
"1375";"shhhack";"KPI";1309;0,98;176;0,9;"70%";114,3;"25%";27;-15
"1376";"EMENK";"19";825;0,98;195,5;1,01;"69%";128;"33%";29;-3
"1377";"farewell";"Lixa";1841;0,98;218,5;0,97;"68%";146,2;"28%";36;-5
"1378";"nat1";"TL";2493;0,98;213,3;0,99;"70%";137;"21%";29;10
"1379";"Domati";NA;82;0,98;209,5;0,97;"70%";133,3;"34%";26;-3
"1380";"Aly";"BRNV";931;0,98;180,5;0,95;"72%";122,3;"21%";26;-11
"1381";"shelbyN";"EBG";178;0,98;208,3;1,02;"70%";134,2;"30%";26;4
"1382";"ARGENT";"GOOD";480;0,98;223,4;0,99;"66%";142,7;"29%";25;17
"1383";"PatMen";"NCG";589;0,98;231,8;1,03;"71%";153,6;"33%";31;7
"1384";"MyAimTrash";NA;63;0,98;235,3;0,98;"65%";134,5;"28%";24;1
"1385";"Filu";"CASE";2266;0,98;220,6;1;"68%";141,8;"26%";32;7
"1386";"LoveX";NA;361;0,98;223,4;0,98;"71%";151,1;"20%";31;-7
"1387";"Japips";"OGT.X";696;0,98;195,6;1;"69%";131,2;"23%";25;-5
"1388";"Ecard";"KG";294;0,98;199,1;1,02;"65%";123,7;"19%";21;-9
"1389";"Cohburg";"KS";4571;0,98;191,4;0,97;"70%";126,9;"27%";30;-4
"1390";"SmyLi";NA;99;0,98;192,2;0,95;"77%";122,5;"26%";18;-4
"1391";"Mited";"FS";1769;0,98;214,5;1;"71%";137,6;"23%";28;20
"1392";"CaspeR";"OGT.X";777;0,98;208,2;1,01;"69%";137;"28%";24;-3
"1393";"Rave";"NOM.JR";614;0,98;210,4;0,97;"67%";144,7;"23%";26;-12
"1394";"ray4c";"TA";146;0,98;254,2;1;"65%";162,2;"14%";31;2
"1395";"Kim";"TEN.N";2137;0,98;181;0,94;"74%";116,7;"18%";30;-17
"1396";"alexandra";"FUT.J";206;0,98;242,3;0,99;"69%";156,2;"31%";25;6
"1397";"Riza";"Kizuna";2713;0,98;197,7;0,95;"70%";129,7;"23%";26;-49
"1398";"fletcher";"SILK";3244;0,98;189,9;0,98;"72%";126,2;"31%";32;23
"1399";"Jeong";"Hi
																			OQA";2379;0,98;196;0,97;"71%";123,9;"20%";33;14
"1400";"siz";"BVD";921;0,98;225,9;1,04;"67%";145,9;"31%";32;14
"1401";"HANN";"WGS";1492;0,98;229,5;1;"67%";148,3;"24%";26;11
"1402";"newface";"Ahji";98;0,98;180,6;0,91;"69%";117,4;"15%";15;0
"1403";"shéd";"KOVA";2338;0,98;227;1,06;"67%";145,5;"25%";33;33
"1404";"reach";NA;898;0,98;217,3;1;"68%";135,8;"17%";28;7
"1405";"Jia";"DPC";153;0,98;230,4;0,91;"67%";156,4;"22%";21;-6
"1406";"Nanno";NA;60;0,98;191,7;0,98;"72%";126,6;"29%";18;-1
"1407";"ceegu1N";"NoOr";713;0,98;202;1,02;"74%";125,2;"17%";23;32
"1408";"bobys";"NOM";1688;0,98;234,2;1,04;"70%";148,5;"23%";33;46
"1409";"niffy";"SPE";1902;0,98;210,1;1;"68%";135,8;"25%";33;24
"1410";"fanboy";"ANO";364;0,98;202,3;0,94;"66%";131;"28%";28;-7
"1411";"FengF";NA;1226;0,98;205,9;0,94;"68%";134,9;"24%";28;-16
"1412";"Bazzi";NA;80;0,98;205,3;0,98;"70%";149,4;"35%";19;3
"1413";"grav1ty";"GA";63;0,98;181,7;1,1;"78%";114,9;"31%";18;0
"1414";"Gunners";"GOOD";361;0,98;197,8;0,99;"73%";124,2;"28%";30;0
"1415";"Vuubit";"OF";939;0,98;205,8;1;"69%";134;"30%";29;13
"1416";"Fisker";"FAV";1856;0,98;231,8;1,02;"67%";143,8;"25%";40;14
"1417";"dawn";"Inde";1592;0,98;182,5;0,95;"70%";122,9;"25%";23;-6
"1418";"Lanky";"GAL";172;0,98;228,4;1,14;"69%";145,2;"25%";24;-8
"1419";"CoSa";"SPG";590;0,98;193,9;0,92;"68%";125,3;"20%";25;10
"1420";"pollo";"VKS";2041;0,98;206,5;1;"68%";131,9;"22%";35;47
"1421";"Maverick";"SH";1733;0,98;194,1;0,92;"70%";125,9;"24%";27;-17
"1422";"Makaveli";NA;50;0,98;200,5;1,09;"74%";137,6;"25%";18;1
"1423";"LoWkii";"VIT";1613;0,98;191,4;0,96;"70%";119,3;"29%";24;-1
"1424";"braveaf";"IWC";1650;0,98;194,9;0,95;"69%";124,1;"26%";27;5
"1425";"Rossy";"TSM";3882;0,98;185,6;0,93;"72%";122,3;"24%";28;-48
"1426";"Ayke";"Z10";2163;0,98;186,6;0,97;"70%";125,2;"29%";27;-31
"1427";"marin";"CGZ";676;0,98;216,6;1,01;"65%";136,2;"20%";31;-5
"1428";"Bankroft";"Tact";2180;0,98;189,2;0,93;"71%";123,6;"20%";29;1
"1429";"Duno";"NAVI";3586;0,98;173,4;0,93;"73%";113;"22%";31;-21
"1430";"Hafficool";"Team";190;0,98;194,4;1;"73%";114,8;"18%";19;3
"1431";"BlissfulDeer";NA;136;0,98;217,7;1,03;"71%";141,9;"25%";25;1
"1432";"minse";"OBG";3122;0,98;202,6;1,09;"69%";132,6;"22%";30;23
"1433";"Exterminia";"9z";720;0,98;210,4;1,01;"71%";138,2;"12%";27;-8
"1434";"LASTONE";NA;208;0,98;191,9;1,08;"75%";127,6;"23%";27;5
"1435";"fznnn";"ODK";3853;0,98;182,5;0,95;"73%";119,9;"22%";26;-50
"1436";"zaninZS";"TBS";903;0,98;188,4;0,95;"73%";126,2;"33%";26;3
"1437";"Moshu";"GW";85;0,98;223,5;0,97;"72%";145,2;"31%";19;5
"1438";"FANE";"X10";1848;0,98;204,5;1,05;"69%";130,9;"19%";31;29
"1439";"thatswhatshesaid";NA;92;0,98;219,8;0,97;"65%";138,7;"21%";23;0
"1440";"Exalt";"Haku";2070;0,98;216,4;1,01;"70%";138,3;"22%";33;-14
"1441";"Midnight";"Unde";966;0,98;192,9;1;"71%";124,6;"24%";24;-42
"1442";"RimkaXd";NA;125;0,98;209,5;0,97;"66%";135,8;"32%";22;13
"1443";"Jivy";NA;335;0,98;214,6;0,99;"73%";140,4;"20%";28;-5
"1444";"BabyJ";"100T";1378;0,98;198,6;1,01;"70%";128,6;"24%";29;-23
"1445";"Blahst";"VRT";3377;0,98;201,5;0,99;"70%";131,7;"24%";29;-29
"1446";"Lenam0n";"AT.O";263;0,98;220,5;1,02;"67%";140,5;"35%";29;6
"1447";"vLn";NA;131;0,98;181,3;0,82;"70%";112;"28%";20;-1
"1448";"Poti";"V9";721;0,98;204,9;0,98;"69%";130,5;"32%";24;5
"1449";"yaoster";"USC";121;0,98;219,3;1,03;"66%";136,7;"25%";22;6
"1450";"Maru";"Fast";2081;0,98;194,7;0,97;"70%";129,8;"24%";30;-53
"1451";"norsin";"SOTZ.V2";2584;0,98;207,1;1,01;"69%";134,1;"26%";29;30
"1452";"CLZ";"FL";704;0,98;185,2;0,93;"72%";118,9;"24%";27;-11
"1453";"mars";NA;335;0,98;188,5;0,98;"74%";122,9;"26%";27;-3
"1454";"Harshhh";"RGE";2279;0,98;198,1;0,99;"70%";125,7;"20%";28;-5
"1455";"scene";"MRB";566;0,98;213,7;0,97;"70%";143,1;"22%";31;-21
"1456";"pava";"OSKA";458;0,98;182,9;0,8;"67%";114,4;"18%";25;-6
"1457";"bNhardneja";"hPw";340;0,98;174,6;0,8;"69%";119,4;"20%";23;-6
"1458";"pho";"YFP";5380;0,98;189,8;0,96;"70%";124,4;"25%";30;27
"1459";"xelA";"PFlu";62;0,98;248,3;0,94;"69%";168,8;"25%";19;-6
"1460";"MAGiK";"S1";2074;0,98;208,4;1,01;"69%";135,6;"28%";31;-25
"1461";"simba";NA;225;0,98;192,2;0,95;"67%";124,5;"32%";21;13
"1462";"dimasick";"TL";2818;0,98;199,6;1,02;"70%";129;"31%";37;43
"1463";"rion";"CR";1581;0,98;193,7;1,01;"70%";123,8;"28%";31;19
"1464";"Boaster";"FNC";5018;0,98;188,8;0,93;"71%";121,4;"21%";34;-115
"1465";"TiGG";"SR";3330;0,98;191,3;0,92;"71%";126,6;"22%";28;-37
"1466";"zYKK";NA;104;0,98;201,2;0,93;"71%";126,6;"21%";20;0
"1467";"Zik";"ALL";3471;0,98;185,7;0,94;"70%";120,9;"28%";26;-61
"1468";"ShadoW";"GIA";4263;0,98;184,3;1,01;"73%";118,2;"23%";29;40
"1469";"bucher";"FKS";1062;0,98;188,5;1,03;"70%";125,2;"33%";24;4
"1470";"luckeRRR";"BIG";5109;0,98;203,4;1;"70%";126,3;"24%";32;208
"1471";"Kr1stal";"SZ";758;0,97;200,7;0,94;"70%";127,9;"23%";27;-26
"1472";"Nikoluk";"SPRX";250;0,97;198,7;1,06;"68%";137,1;"25%";25;-13
"1473";"mummEy";NA;193;0,97;178,9;0,8;"69%";113,3;"23%";21;-7
"1474";"SmokeyTheBear";"Team";682;0,97;231,6;1;"66%";151,4;"23%";40;4
"1475";"flya";NA;129;0,97;223,7;1;"70%";138,9;"25%";25;3
"1476";"Symbol";"BRN";1113;0,97;184,7;0,93;"72%";123,9;"27%";27;10
"1477";"Zeus";"TLN";764;0,97;197,6;0,97;"73%";128,8;"16%";25;-26
"1478";"trace102k";"SES";1378;0,97;195,9;0,95;"68%";125,7;"18%";26;-23
"1479";"sian";"FB";1122;0,97;181,4;0,91;"71%";121,6;"30%";27;21
"1480";"psydreams";"GR";4313;0,97;202,5;0,93;"69%";134,7;"22%";29;-48
"1481";"LarryBanks";"FaZe";2985;0,97;196,2;0,94;"71%";129,9;"25%";31;11
"1482";"loord";"KILL";79;0,97;230,8;1,03;"66%";151,1;"31%";18;7
"1483";"cole";"Crim";51;0,97;176,5;0,91;"71%";101,5;"16%";22;-2
"1484";"General";"Runn";86;0,97;174,5;0,85;"64%";113,1;"23%";19;5
"1485";"Moosey";"FAT";1232;0,97;225,1;1;"69%";145,8;"19%";32;12
"1486";"biankk";"iG";250;0,97;225,6;1,05;"72%";145,6;"21%";30;8
"1487";"RIZKYMD";"ONIC";999;0,97;180,1;0,97;"76%";112,5;"19%";24;-9
"1488";"xccurate";"PSJ";388;0,97;216,2;1,01;"68%";143,1;"20%";28;6
"1489";"Patrui";NA;242;0,97;236,8;1,05;"71%";150,8;"21%";25;0
"1490";"ericzn";NA;113;0,97;168,3;0,85;"68%";114,1;"31%";19;5
"1491";"kr1sP";"AGP";859;0,97;216,5;1,01;"65%";137,1;"29%";31;36
"1492";"iNTRO";"GEN";1693;0,97;203,1;1,04;"71%";129,3;"31%";32;-14
"1493";"Andrehs";"SKC";640;0,97;212;0,96;"68%";142,8;"23%";26;-23
"1494";"JoXer";"świ";725;0,97;203,7;0,94;"69%";134,5;"25%";23;21
"1495";"Ember";"GR";2342;0,97;194,5;0,98;"70%";127,3;"25%";25;-5
"1496";"rain";"EG.GC";2207;0,97;194,1;0,96;"70%";126;"21%";27;-3
"1497";"Minisk1N";"PHXE";205;0,97;209,5;1;"64%";143,8;"30%";24;-4
"1498";"Keyrec";"AG";71;0,97;158,5;0,76;"71%";99,8;"26%";21;-2
"1499";"Sylva";"WAVE";787;0,97;196,4;0,88;"72%";126,4;"26%";25;6
"1500";"panini";"HAMB";3082;0,97;188,7;0,97;"72%";122,8;"23%";25;-25
"1501";"trinity";"OF";431;0,97;236,7;1,17;"68%";159,4;"23%";31;14
"1502";"RvK";"ENGM";5669;0,97;192,8;0,98;"67%";127,1;"32%";31;-100
"1503";"Antidote";"ENGM";5405;0,97;191,7;0,99;"68%";123,2;"26%";32;-6
"1504";"kpx";NA;72;0,97;261;0,97;"60%";154,9;"26%";22;1
"1505";"Monstrum";"HEET";2049;0,97;209;0,96;"69%";135,2;"27%";31;-5
"1506";"Julis";"SUP.FE";703;0,97;195,2;1;"71%";127;"22%";35;-7
"1507";"Alyx";"CWE";877;0,97;226,8;1,05;"64%";145,1;"26%";32;-14
"1508";"mleqt";"TSM.X";2577;0,97;188,2;0,95;"70%";123,6;"22%";26;-27
"1509";"specimen";"RN";2358;0,97;200,7;0,97;"69%";128,9;"26%";30;-40
"1510";"Xyphex";"DOES";243;0,97;201,3;0,91;"69%";133,7;"28%";20;-2
"1511";"KRX";"PLM";507;0,97;229,7;0,98;"68%";151;"31%";35;37
"1512";"Bloody";"AQ";145;0,97;231,3;0,94;"66%";151,8;"29%";20;-8
"1513";"dazzLe";"SR";4372;0,97;191,7;0,89;"72%";127;"20%";26;-17
"1514";"Sofa";"AI";1336;0,97;197;0,92;"70%";128,5;"20%";25;-12
"1515";"Bromas";"GG";1782;0,97;199,7;0,96;"70%";130,3;"23%";26;-19
"1516";"sQren";"mm";75;0,97;203,3;0,78;"65%";133,6;"21%";16;-2
"1517";"garnetS";"TLN";618;0,97;218,4;1,01;"66%";141;"25%";30;-12
"1518";"Astell";"CR";1828;0,97;168,6;0,91;"71%";111,2;"23%";32;-31
"1519";"Cebando";"AK";106;0,97;178;0,95;"64%";112,7;"25%";18;-2
"1520";"blitzeN";"CGN";1364;0,97;205,1;1,04;"67%";131,3;"33%";32;9
"1521";"Fr4nky";"FLC";3103;0,97;179,6;0,9;"72%";120,4;"24%";31;0
"1522";"Brando";"GG";1273;0,97;179,1;0,83;"74%";118,9;"16%";24;18
"1523";"mun";"3VN";55;0,97;248,7;1,02;"67%";156,6;"29%";19;1
"1524";"jeyj7y";"PRL";2641;0,97;192,1;0,94;"73%";126,8;"28%";31;-18
"1525";"Kequeq";"KUM";762;0,97;220,3;0,98;"69%";142,7;"22%";33;17
"1526";"YouBreak";"TEN";3968;0,97;185,6;0,95;"70%";122,3;"22%";28;-28
"1527";"nerve";"SQ";5540;0,97;190,8;0,93;"70%";125,8;"25%";26;-84
"1528";"M1kE";"BONK";2212;0,97;191,9;0,95;"69%";127,9;"24%";28;32
"1529";"Shuriken";"Twis";432;0,97;235;1;"66%";154,8;"22%";31;8
"1530";"dip";"NU";3701;0,97;201,5;0,96;"71%";131,5;"19%";29;-12
"1531";"Hotsauz";"BRN";1372;0,97;195,8;0,96;"69%";130,7;"23%";28;2
"1532";"Jesmu";"Wint";448;0,97;194,5;0,93;"69%";130,6;"23%";27;-8
"1533";"SEIDER";"ALL";3426;0,97;196,8;1;"69%";123,9;"31%";28;-23
"1534";"Ching";"RNT";3439;0,97;196;0,96;"70%";128,4;"25%";27;-3
"1535";"styluS";"01";668;0,97;195;0,96;"69%";129,9;"27%";24;-33
"1536";"AYRIN";"GES";5104;0,97;191,6;0,95;"73%";123,3;"17%";31;33
"1537";"thiefy";"IGZ";280;0,97;216,7;1;"66%";140,2;"21%";22;-15
"1538";"bew";"Mapl";658;0,97;187,6;0,91;"66%";123,5;"26%";21;-1
"1539";"RALPH";NA;55;0,97;228,3;0,93;"69%";133,1;"17%";19;2
"1540";"LiriLia";"RIX";2296;0,97;183,3;0,95;"72%";120,5;"25%";27;-20
"1541";"ChunLesel";NA;72;0,97;194;1;"71%";134,6;"27%";21;2
"1542";"Villu";"eM";141;0,97;200,7;0,97;"66%";132,3;"23%";20;-3
"1543";"koosta";"GEN";2161;0,97;197,5;0,95;"71%";130,7;"21%";29;-1
"1544";"rCk";"BIG";2035;0,97;200,6;0,92;"70%";132,1;"21%";28;2
"1545";"Nanners";"QoR";3767;0,97;210,6;0,97;"67%";137,4;"23%";34;-97
"1546";"TheoW";"EE";1097;0,97;229,3;0,98;"67%";146,8;"22%";27;12
"1547";"Itachi";NA;61;0,97;200,3;1,05;"66%";131;"29%";19;-5
"1548";"ponkt";"FNST.OWO";3523;0,97;198,8;0,98;"68%";130,1;"32%";34;-65
"1549";"Lanerinno";"YPPB";732;0,97;224,6;1,06;"65%";145,7;"27%";29;5
"1550";"goob";NA;70;0,97;204,7;0,94;"67%";128,1;"37%";19;5
"1551";"athxna";"TSM.X";2607;0,97;197;1;"70%";130,4;"28%";33;-28
"1552";"Stephanieser";"GEN.B";59;0,97;184,7;0,93;"73%";102,2;"11%";15;0
"1553";"MaximN";"S1";202;0,97;206,9;0,92;"69%";140,7;"21%";22;1
"1554";"Carlee";"GEN.B";1577;0,97;188,3;0,95;"70%";125,4;"25%";25;-31
"1555";"Danah";"RBLS";1484;0,97;212,3;0,94;"70%";140,8;"23%";27;11
"1556";"ork1de";"ZZ";248;0,97;208,5;0,98;"71%";126,6;"20%";29;-1
"1557";"ohai";"AI";5858;0,97;189,6;0,91;"71%";123,5;"27%";33;-107
"1558";"tzin";"Odin";116;0,97;212;1,06;"69%";138,5;"16%";31;-5
"1559";"JoXJo";"FL";1637;0,97;189,5;0,94;"69%";123,1;"23%";26;4
"1560";"Nerf";"NSR";875;0,97;205,8;0,97;"67%";138,8;"30%";26;0
"1561";"AiShou";"XIAO";210;0,97;205,1;0,87;"71%";127,2;"13%";25;-10
"1562";"aeral";NA;55;0,97;257,3;1,06;"62%";171,5;"33%";25;4
"1563";"Jow";"6K";376;0,97;213,2;0,97;"67%";144,2;"35%";24;9
"1564";"LunaFox";"CRWN";1597;0,97;213,1;0,94;"68%";146;"23%";37;-25
"1565";"kropek";NA;64;0,97;196;0,9;"63%";120,8;"42%";15;-1
"1566";"Luii";"TFG";189;0,97;228,3;0,89;"71%";139,1;"25%";26;4
"1567";"isla";"ODK";1447;0,97;214,9;1,03;"70%";142,7;"26%";27;40
"1568";"markL";"TLN";530;0,97;233;1,05;"65%";147,9;"20%";31;3
"1569";"HTR";NA;187;0,97;211,8;0,93;"72%";130,9;"17%";19;10
"1570";"Insider";"KPI";2967;0,97;192,7;0,97;"70%";124,8;"27%";32;30
"1571";"Matrixx";"OVA";1057;0,97;190,4;0,93;"73%";124,5;"22%";28;-7
"1572";"BahAEE";"NS";89;0,97;227;0,97;"63%";135,1;"24%";26;5
"1573";"Hatred";"Hash";273;0,97;228,6;0,96;"64%";137,8;"24%";26;-3
"1574";"Kromex";"AAA";579;0,97;180,1;0,88;"69%";113,6;"23%";23;-7
"1575";"Emman";"RRQ";2470;0,97;198,1;0,96;"70%";128,8;"28%";28;-24
"1576";"Daveeski";"AT";194;0,97;179,5;0,78;"72%";120,7;"22%";19;2
"1577";"Shrew";"KOI";2310;0,97;188,3;0,95;"70%";118,6;"21%";29;43
"1578";"tayhuhu";"B4A";2262;0,97;173,1;0,91;"73%";114,8;"21%";28;2
"1579";"rheat";"GK";1609;0,97;203,3;0,97;"70%";134,5;"27%";27;4
"1580";"Ale";"MOUZ";3117;0,97;221,7;1,02;"69%";141,1;"23%";30;22
"1581";"PikaStrikee";"EJ";134;0,97;202,7;0,98;"63%";136,3;"21%";21;1
"1582";"margeaux";"BIGG";674;0,97;199,7;0,99;"70%";129,3;"30%";22;1
"1583";"TENSAI";"FL";1237;0,97;205,5;0,92;"70%";135,2;"22%";31;-3
"1584";"Mel";"DLR";1050;0,97;187,8;0,95;"70%";124,1;"23%";27;-22
"1585";"AztKk";"FNK";1765;0,97;222,9;0,98;"70%";140,3;"19%";29;-4
"1586";"Lil";"Blank";62;0,97;196,7;1,05;"71%";135,2;"34%";20;1
"1587";"lucasvade";"EBG";635;0,97;202,9;0,98;"72%";133,1;"22%";28;-7
"1588";"Joojina";"GLP";1631;0,97;188,7;0,97;"70%";125,6;"24%";34;-24
"1589";"ExiT";"SA";1488;0,97;201,6;0,99;"68%";128,1;"21%";30;12
