"";"RND_diff";"R_diff";"ACS_diff";"KAST_diff";"KD_diff";"ADR_diff";"KPR_diff";"APR_diff";"FKPR_diff";"FDPR_diff";"K_diff";"D_diff";"A_diff";"FK_diff";"FD_diff";"ganhador"
"156";659,308;0,028;8,81999999999999;1,40000000000001;0,0619999999999998;6,36199999999999;0,034;0;-0,00800000000000001;-0,00399999999999999;575,756;412,136;210,146;39;28,294;"0"
"157";-25,106;-0,076;-12,548;-2;-0,0960000000000001;-8,61999999999999;-0,0580000000000001;-0,014;-0,01;0;-18,548;-18,158;-8,904;-1,88;-2,258;"1"
"158";148,32;0,77;128,152;41;0,872;76,018;0,514;0,192;0,084;-0,082;133,706;90,574;42,802;21,46;11,632;"1"
"159";-74,9680000000001;-0,032;-14,56;-1;-0,0859999999999999;-9,488;-0,056;0,044;-0,016;-0,00800000000000001;-151,888;-51,682;72,402;-52,846;-22,052;"1"
"160";-717,662;0,00600000000000001;4,708;-0,200000000000003;-0,002;3,62200000000001;0,016;0,048;-0,01;-0,002;-584,604;-450,294;-104,73;-109,576;-84,238;"1"
"161";-582,152;0,014;-18,694;2,59999999999999;-0,056;-10,908;-0,052;-0,004;-0,014;-0,00600000000000001;-586,838;-431,404;-104,28;-137,73;-95,478;"0"
"162";81,848;0,048;16,394;1,2;0,122;9,11200000000002;0,0660000000000001;-0,04;0,026;-0,00600000000000001;114,59;33,354;-38,778;30,498;6,544;"1"
"163";-29,232;0,026;7,684;-1;0,034;6,00399999999999;0,028;-0,034;0,00799999999999999;-0,00600000000000001;2,166;-24,53;-40,644;4,154;-8,422;"1"
"164";753,152;0,0359999999999999;16,396;-0,800000000000004;0,0840000000000001;8,136;0,0599999999999999;-0,042;0,028;0,00799999999999999;675,278;544,896;77,404;162,39;111,494;"1"
"165";-637,762;-0,002;-4,35599999999999;1,39999999999999;-0,052;1,55199999999999;-0,022;-0,042;0,002;0,002;-452,148;-409,546;-196,928;-49,45;-46,25;"0"
"166";733,478;-0,004;-1,45599999999999;0,599999999999994;-0,014;-2,518;0;-0,002;0,004;0,002;518,742;498,262;179,086;98,116;89,142;"1"
"167";-146,294;-0,0439999999999998;9,45400000000001;-2;-0,038;2,34200000000001;0,026;-0,036;0,026;0,026;-59,258;3,85400000000004;-82,01;60,368;46,914;"1"
"168";-218,022;0,02;-0,662000000000006;0,799999999999997;0,002;0,159999999999997;-0,002;-0,032;0,002;0,002;-149,206;-126,594;-129,97;-8,336;-5,50399999999999;"1"
"169";357,068;0,00800000000000001;-3,286;-0,399999999999991;-0,0159999999999998;-5,41399999999999;-0,00600000000000001;-0,036;0,002;-0,002;347,522;253,61;0,685999999999979;93,306;52,912;"1"
"170";-496,67;-0,0519999999999999;-24,694;2,8;-0,112;-15,06;-0,09;0,014;-0,00599999999999999;-0,00800000000000001;-379,714;-361,766;-125,342;-57,904;-50,394;"0"
"171";261,858;0,014;11,98;-0,400000000000006;0,0239999999999999;5,946;0,04;0,018;0,018;-0,032;181,704;195,074;57,464;27,982;26,142;"1"
"172";516,508;0,002;-5,696;-1,39999999999999;0,00800000000000001;-0,876000000000005;-0,014;0,012;-0,00799999999999999;0;333,086;345,77;191,936;28,978;33,254;"0"
"173";-636,512;-0,184;-34,368;-8,2;-0,228;-16,388;-0,126;-0,024;-0,024;0,00800000000000001;-490,996;-429,988;-181,182;-70,7;-64,118;"0"
"174";-16,312;0,214;19,308;11,2;0,074;10,576;0,04;0,116;0,044;-0,04;-6,968;-11,15;-0,176000000000002;2,442;-0,941999999999999;"1"
"175";21,776;0,0740000000000001;3,696;0,599999999999994;0,022;4,55800000000001;0;0,024;-0,01;-0,004;10,332;7,13600000000002;18,15;-7,316;-4,586;"1"
"176";-180,418;-0,042;-18,658;0,200000000000003;-0,13;-10,472;-0,0760000000000001;0,046;-0,024;0,00199999999999999;-263,254;-111,368;50,292;-78,88;-27,422;"0"
"177";832,056;0,0579999999999999;8,28199999999998;1,2;0,038;3,13399999999999;0,0279999999999999;0,022;0,01;0,016;617,854;594,724;226,394;107,762;95,964;"1"
"178";68,2;0,022;9,916;1;0,0720000000000001;3,82199999999999;0,0439999999999999;-0,034;0,02;0,004;85,736;56,804;-44,984;43,57;25,898;"0"
"179";25,672;0,00600000000000001;10,908;-1;0,034;7,16;0,028;-0,018;0,02;0,014;-41,144;-57,2040000000002;111,616;-47,878;-52,958;"1"
"180";133,86;0,014;9,94400000000002;0,599999999999994;0,028;4,744;0,034;-0,026;0,032;0,018;144,112;108,952;-5,43000000000001;67,062;45,826;"1"
"181";-42,274;0,00600000000000001;-12,998;2,80000000000001;-0,0680000000000001;-4,60799999999998;-0,034;0,014;-0,018;0,00600000000000001;-46,026;-28,824;-7,79599999999999;-7,864;-0,194000000000003;"1"
"182";777,604;0,0559999999999998;8,96199999999999;1,8;0,0900000000000001;6,15199999999999;0,0419999999999999;-0,002;0,00799999999999999;-0,00800000000000001;771,306;497,756;166,59;151,198;80,638;"1"
"183";545,42;0,002;9,22;-0,200000000000003;-0,024;7,11799999999999;0,022;0,042;0;0;389,494;386,026;262,422;48,32;51,664;"0"
"184";243,146;0,0880000000000001;12,06;3;0,122;5,92399999999999;0,0559999999999999;0,004;0,004;-0,01;186,7;176,866;45,558;29,192;26,79;"1"
"185";-509,564;-0,034;-8,58600000000001;0;-0,054;-1,63200000000001;-0,038;0,038;-0,018;-0,00800000000000001;-395,466;-361,53;-138,494;-62,554;-50,816;"0"
"186";105,484;0,032;-6,96799999999999;-1,39999999999999;0,02;-5,782;-0,02;-0,07;0,00800000000000001;-0,034;67,682;65,824;12,172;2,69;0,814;"1"
"187";27,628;-0,0899999999999999;-34,418;0,199999999999989;-0,122;-22,95;-0,112;0,06;-0,036;-0,022;-143,278;-4,75599999999997;37,936;-58,84;-37,448;"0"
"188";-500,332;0,354;11,656;19,4;0,144;8,88000000000002;0,042;0,044;0,01;-0,018;-473,89;-387,64;-82,528;-111,238;-78,608;"0"
"189";-710,572;0,00999999999999979;5,62200000000001;-1;-0,056;5,94;0,00600000000000001;-0,00999999999999995;0,004;0,002;-524,738;-411,426;-223,234;-76,206;-71,54;"1"
"190";232,91;0,00599999999999989;3,43600000000001;1,2;-0,0279999999999999;2,274;-0,004;0,048;-0,002;0,002;175,39;168,956;78,476;24,802;20,554;"0"
"191";-162,924;0,048;7,15000000000001;2,2;0,032;1,79599999999999;0,01;0,03;0,034;0,00800000000000001;-109,396;-119,414;-38,522;-7,832;-14,814;"1"
"192";164,714;0,02;16,19;0,799999999999997;-0,03;7,98599999999999;0,0459999999999999;-0,016;0,00600000000000001;0,014;137,818;131,912;17,71;26,318;24,638;"0"
"193";-355,532;0,144;-19,958;12;-0,124;-13,422;-0,0679999999999999;0,048;-0,00600000000000001;-0,016;-392,4;-264,044;-68,888;-90,67;-55,56;"0"
"194";1362,988;0,01;-1,5;1;-0,00600000000000001;-3,02599999999998;0;-0,026;0;-0,00399999999999999;1195,636;916,342;253,94;204,15;97,194;"0"
"195";135,878;-0,048;-8,81399999999999;-3;-0,016;-5,602;-0,014;-0,034;-0,032;0;90,318;101,15;23,4;7,72;14,714;"1"
"196";-479,972;0,128;-7,614;9;0,00800000000000001;-1,312;-0,0219999999999999;-0,004;0;0,00599999999999999;-483,87;-370,22;-77,498;-117,452;-77,546;"0"
"197";-258,776;0,0259999999999998;-4,89000000000001;1;-0,038;-2,578;-0,022;0,004;-0,002;-0,00399999999999999;-224,732;-178,852;-88,83;-38,534;-37,854;"0"
"198";77,206;0,108;11,448;1,8;0,112;3,952;0,046;0,04;0,02;-0,024;58,892;51,802;23,598;12,246;5,61;"1"
"199";-386,44;0,12;-0,847999999999985;7,2;-0,022;0,763999999999982;-0,004;0,012;0,00199999999999999;0,00599999999999999;-414,99;-290,07;-64,74;-104,162;-61,078;"0"
"200";-60,866;0,0539999999999999;11,516;1,2;-0,022;4,34200000000001;0,0119999999999999;0,05;0,026;0,002;-34,886;-34,29;-13,36;4,948;0,0620000000000012;"1"
"201";141,77;0,102;12,404;3,59999999999999;0,0819999999999999;7,88999999999999;0,028;0,042;0,00799999999999999;0;146,32;78,136;70,158;30,028;14,562;"1"
"202";840,972;0,0740000000000001;-2,04000000000002;2,8;0,0739999999999998;-1,25200000000001;-0,00600000000000001;0,014;-0,012;-0,024;692,308;547,484;278,218;103,956;63,132;"1"
"203";-353,064;0,00600000000000001;3,114;0,599999999999994;0,014;1,77200000000002;0,024;-0,038;0;0,004;-246,002;-246,042;-90,834;-52,578;-46,312;"1"
"204";926,2;0,032;7,15000000000001;1,2;0,022;2,21000000000001;0,022;0,004;-0,01;0,00600000000000001;787,6;622,056;176,684;153,508;116,438;"1"
"205";-1345,146;-0,144;-28,794;-5,40000000000001;-0,182;-16,118;-0,098;-0,016;-0,018;-0,004;-1048,362;-914,424;-410,448;-155,238;-143,046;"1"
"206";-648,872;-0,19;-0,0300000000000011;-14;-0,05;0,662000000000006;-0,004;-0,046;0,01;0,016;-400,698;-367,612;-317,304;-14,948;-4,70599999999999;"0"
"207";125,108;0,012;8,27199999999999;1,40000000000001;0,054;3,584;0,038;-0,032;0,02;0,014;145,78;89,804;-35,08;51,444;32,902;"1"
"208";1438,706;0,22;38,594;7,40000000000001;0,288;20,442;0,138;-0,00600000000000001;0,026;0,004;1206,202;946,714;318,628;222,486;159,296;"1"
"209";385,094;0,144;26,546;3;0,214;16,468;0,092;0,034;0,01;-0,014;450,79;193,968;131,7;72,342;21,768;"1"
"210";169,66;0,0980000000000001;9,99200000000002;3,59999999999999;0,108;4,07400000000001;0,05;-0,00800000000000001;0,012;-0,00599999999999999;145,318;108,988;36,032;28,056;18,136;"1"
"211";435,184;0,0860000000000001;12,182;2,39999999999999;0,144;9,92999999999998;0,054;-0,03;0,004;-0,016;369,304;234,598;87,452;52,726;35,846;"1"
"212";195,798;-0,056;-13,134;-0,400000000000006;-0,102;-8,69800000000001;-0,048;0,002;-0,032;-0,00799999999999999;108,362;143,204;46,052;-5,60000000000001;9,90599999999999;"0"
"213";248,282;-0,002;9,72;-1,60000000000001;0,05;3;0,034;-0,068;0,024;0,01;202,664;179,694;43,49;41,772;33,018;"1"
"214";-831,214;-0,046;-4,178;-2,2;-0,0880000000000001;-1,38399999999999;-0,024;0,012;-0,01;0,00399999999999999;-651,632;-544,512;-245,472;-93,534;-68,196;"0"
"215";-947,872;-0,0780000000000001;-3,24800000000002;-4,39999999999999;-0,054;-4,654;-0,01;0,01;0,012;0,00600000000000001;-692,262;-639,81;-245,834;-84,9;-80,18;"0"
"216";341,4;0,038;-2,63800000000001;0,200000000000003;0,0720000000000001;-2,06200000000001;-0,002;-0,01;-0,00199999999999999;-0,00599999999999999;254,266;222,816;94,304;34,47;28,892;"0"
"217";-143,932;0,0700000000000001;4,458;1,59999999999999;0,11;1,53400000000002;0,016;-0,022;0;0;-93,686;-118,098;-46,19;-12,73;-15,466;"1"
"218";-326,974;0,01;6,90000000000001;-1;0,00600000000000001;4,56999999999999;0,002;0,026;-0,00800000000000001;-0,01;-241,42;-224,216;-68,844;-43,64;-36,744;"0"
"219";-332,986;0,022;-5,392;0,600000000000009;0,012;0,685999999999979;-0,022;0,05;-0,03;-0,018;-331,642;-242,73;26,634;-90,502;-57,738;"0"
"220";336,076;0,014;-12,326;0,599999999999994;-0,01;-9,73599999999999;-0,022;-0,022;-0,00800000000000001;0,00399999999999999;257,696;217,006;56,402;42,05;42,382;"1"
"221";643,034;0,03;9,56999999999999;-0,200000000000003;0,0499999999999998;4,75800000000001;0,03;0,034;-0,00199999999999999;-0,004;516,624;433,078;215,356;76,642;71,44;"1"
"222";-115,364;-0,0660000000000001;-1,042;-3,8;-0,0780000000000001;-0,788000000000011;-0,022;0,024;-0,01;0,002;-80,136;-46,54;-13,518;-3,89400000000001;1,38;"0"
"223";704,732;-0,00800000000000001;7,97800000000001;-0,799999999999997;-0,038;5,16800000000001;0,01;0,00600000000000001;0,026;0,024;609,268;564,936;178,808;168,076;144,462;"1"
"224";-421,352;0,13;34;4,60000000000001;0,206;21,554;0,124;-0,002;0,024;-0,01;-258,804;-276,126;-181,166;-28,542;-30,252;"1"
"225";-237,85;0,054;11,388;4,8;0,22;5,41799999999998;0,0559999999999999;0,074;0,00799999999999999;0,016;-164,086;-177,414;-50,026;-19,998;-24,014;"0"
"226";-93,692;0,034;16,046;1,39999999999999;0,0660000000000001;7,596;0,0680000000000001;-0,048;0,032;0,022;5,75199999999995;-34,33;-105,662;31,234;14,464;"0"
"227";165,73;0,052;1,67400000000001;0,800000000000011;0,0800000000000001;2,64600000000002;0,012;0,01;-0,00599999999999999;-0,022;104,266;78,646;68,622;-1,16;-5,01600000000001;"1"
"228";-736,82;-0,288;-31,684;-10,2;-0,274;-18,462;-0,116;-0,04;-0,018;0,036;-540,112;-485,46;-212,81;-62,016;-48,826;"0"
"229";-368,378;-0,016;-2,32599999999999;-0,800000000000011;-0,03;0,24199999999999;-0,018;0,024;-0,01;-0,01;-307,664;-262,7;-64,784;-57,95;-46,588;"0"
"230";352,304;0,0700000000000001;8,72199999999998;2;0,0879999999999999;4,08600000000001;0,038;0,01;-0,002;-0,00599999999999999;299,276;229,972;76,052;40,236;32,798;"1"
"231";126,91;-0,148;-30,348;-4,2;-0,23;-19,556;-0,106;0,012;-0,028;0,004;74,564;109,058;9,846;19,288;21,536;"1"
"232";4,90199999999999;-0,056;-8,892;-1,40000000000001;-0,042;-4,69799999999998;-0,022;-0,03;-0,00600000000000001;-0,00599999999999999;-0,669999999999959;6,13400000000001;-16,586;-2,34;-0,567999999999998;"0"
"233";755,942;0,0880000000000001;17,54;2,8;0,11;8,464;0,0660000000000001;-0,016;0,026;0,018;640,218;558,312;166,646;138,704;111,758;"1"
"234";-10,406;0,054;14,616;1;0,0680000000000001;9,27600000000001;0,046;0,052;-0,00600000000000001;-0,01;-17,806;-12,92;55,182;-18,012;-10,982;"0"
"235";-186,854;-0,146;-9,91800000000001;-4;-0,106;-5,974;-0,0399999999999999;-0,058;-0,034;0,01;-137,446;-133,386;-57,086;-27,612;-22,128;"0"
"236";537,164;0,0580000000000001;2,01600000000002;0,599999999999994;0,0999999999999999;2,15800000000002;0,014;-0,012;-0,012;-0,014;440,662;326,198;155,14;67,852;58,614;"1"
"237";-206,254;0,026;9,21600000000001;1;0,018;4,95599999999999;0,026;0,04;0,002;-0,00600000000000001;-102,796;-105,272;-12,864;-17,718;-27,358;"0"
"238";295,986;0,012;-0,763999999999982;0,400000000000006;0,004;-0,711999999999989;-0,00600000000000001;0,016;-0,004;0,00199999999999999;208,472;175,782;168,322;11,282;13,886;"1"
"239";-293,798;-0,0940000000000001;-18,076;-3,19999999999999;-0,136;-9,65200000000002;-0,0580000000000001;-0,014;-0,026;0,002;-251,712;-209,014;-65,984;-56,388;-43,702;"0"
"240";619,028;0,0339999999999998;6,45599999999999;1,2;0,0800000000000001;1,898;0,0359999999999999;-0,002;-0,002;-0,014;725,606;458,958;34,138;173,156;104,302;"1"
"241";311,03;-0,03;-3,124;-0,200000000000003;-0,0600000000000001;-1,14400000000001;-0,00600000000000001;-0,002;0,012;0,014;218,236;203,364;105,862;23,774;21,356;"1"
"242";-560,558;-0,0800000000000001;4,23999999999998;-4,40000000000001;0,00600000000000001;3,13200000000001;0,00800000000000001;-0,028;0,00800000000000001;0,016;-413,194;-368,61;-164,542;-71,812;-54,288;"1"
"243";486,718;0,108;28,562;1,60000000000001;0,13;17,294;0,094;0,05;0,032;-0,02;375,654;353,352;128,592;58,972;48,43;"1"
"244";616,492;0,028;-4,16200000000001;1,60000000000001;0,044;-4,83199999999999;-0,00600000000000001;-0,026;-0,00800000000000001;-0,00799999999999999;497,936;405,758;92,362;81,202;58,594;"1"
"245";442,586;-0,002;-6,46799999999999;-0,399999999999991;0,014;-2,36799999999999;-0,02;0,01;-0,012;-0,02;287,474;269,786;164,964;14,134;6,38600000000001;"1"
"246";-104,752;-0,048;-18,386;1,59999999999999;-0,11;-8,498;-0,0539999999999999;0,07;-0,03;-0,018;-82,638;-75,918;-20,374;-19,518;-14,038;"0"
"247";1723,918;0,038;7,982;0;0,0960000000000001;4,27399999999997;0,046;-0,072;0,012;-0,00399999999999999;1334,63;1155,18;442,302;187,31;143,602;"0"
"248";38,026;-0,046;-5,16800000000001;-2,59999999999999;-0,042;-5,39000000000001;-0,022;-0,028;0,00399999999999999;-0,002;24,666;29,086;3,274;5,148;5,346;"0"
"249";11,19;0,082;5,18799999999999;3,60000000000001;0,0639999999999999;3,57600000000001;0,0219999999999999;0,054;-0,004;-0,004;24,95;-1,04599999999999;5,254;2,262;-3,772;"1"
"250";638,802;0,198;22,008;8;0,22;12,942;0,082;0,048;0,00800000000000001;-0,018;449,7;384,574;248,298;45,046;31,064;"1"
"251";-45,542;0,11;12,586;2,8;0,134;8,59999999999999;0,05;-0,004;-0,00600000000000001;-0,014;-29,936;-49,32;11,63;-11,378;-13,83;"1"
"252";9,80799999999999;-0,02;5,90199999999999;-1,8;-0,0179999999999998;5,19800000000001;0,00600000000000001;0,062;0,00799999999999999;0,00800000000000001;23,1660000000001;-10,5699999999999;46,59;0,205999999999989;-6,95999999999999;"1"
"253";-95,206;0,014;10,93;1,40000000000001;0,004;6,92600000000002;0,038;-0,032;0,02;0,012;-59,268;-46,944;-48,316;5,222;3,342;"0"
"254";264,254;-0,038;-0,846000000000004;0;0,03;-1,58199999999999;0,016;-0,024;0,004;-0,00399999999999999;191,706;179,192;61,062;24,33;24,07;"1"
"255";-186,854;-0,146;-9,91800000000001;-4;-0,106;-5,974;-0,0399999999999999;-0,058;-0,034;0,01;-137,446;-133,386;-57,086;-27,612;-22,128;"0"
"256";-153,166;0,104;30,668;7;0,134;15,004;0,096;0,02;0,016;0,03;-103,136;-104,306;-40,594;-12,96;-13,844;"0"
"257";713,102;-0,02;-0,72999999999999;-1;-0,042;-2,26000000000002;-0,002;0;0,00799999999999999;0,004;559,026;510,538;167,086;110,126;79,19;"0"
"258";896,7;-0,01;-12,194;0;-0,038;-7,84799999999998;-0,042;0,042;-0,028;-0,012;580,928;566,438;354,354;42,01;57,49;"0"
"259";575,752;-0,0579999999999999;-23,44;-2,2;-0,092;-14,596;-0,08;0,02;-0,028;-0,004;372,012;382,744;227,998;43,162;47,23;"0"
"260";788,406;0,0600000000000001;14,77;3;0,106;6,524;0,056;-0,034;0,012;-0,00399999999999999;715,884;506,2;145,748;116,482;66,222;"0"
"261";-511,738;0,054;10,208;0,199999999999989;0,024;10,976;0,03;0,004;0,00600000000000001;0,004;-359,474;-344,138;-135,766;-58,966;-44,872;"0"
"262";-525,292;-0,044;-0,710000000000008;-1,80000000000001;-0,034;0,424000000000007;0;-0,002;0,002;0,004;-429,932;-327,762;-120,878;-73,246;-41,94;"1"
"263";-202,248;-0,14;-0,244;-10,4;-0,0780000000000001;1,56;-0,012;-0,024;0,00799999999999999;0,028;-138,512;-121,786;-64,976;-8,926;-3,336;"0"
"264";95,68;0,028;-4,44400000000002;0,200000000000003;0,206;-3,964;0,012;-0,03;-0,036;-0,02;67,666;75,736;-8,364;12,4;12,93;"1"
"265";621,732;0,012;4,738;0;0,014;1,27800000000002;0,012;-0,00399999999999995;0,018;0,012;505,45;480,684;161,038;134,708;106,844;"1"
"266";291,104;0,016;12,39;-0,799999999999997;0,0259999999999998;7,982;0,028;-0,002;0,018;0,014;255,608;192,124;103,372;63,176;53,552;"0"
"267";-405,462;-0,104;-9,07399999999998;-6,8;-0,032;-8,22400000000002;-0,032;-0,02;0,00599999999999999;-0,004;-264,482;-293,292;-108,988;-15,826;-31,256;"0"
"268";-168,704;0,048;2,28200000000001;1,40000000000001;0,0699999999999998;2,44399999999999;0,016;-0,01;-0,014;-0,02;-150,552;-163,296;-42,876;-59,926;-48,612;"1"
"269";183,006;0,102;28,266;0,799999999999997;0,124;17,402;0,094;-0,01;0,044;0,028;243,068;138,894;15,772;76,118;56,208;"1"
"270";-315,176;0,016;3,46000000000001;0,800000000000011;0,018;1,48600000000002;0,01;-0,002;0,00800000000000001;0,00600000000000001;-215,196;-212,98;-111,308;-18,874;-12,98;"0"
"271";378,446;-0,022;-5,58799999999999;-2,40000000000001;-0,044;-4,08799999999999;-0,014;0,00800000000000001;-0,00800000000000001;0,002;268,918;274,536;109,75;31,334;33,964;"1"
"272";-573,644;-0,002;6,63;-0,599999999999994;-0,038;4,24800000000002;0,016;-0,004;0,002;0,014;-390,762;-341,154;-225,894;-34,47;-20,788;"0"
"273";-531,526;0,0620000000000001;12,574;2,59999999999999;0,0620000000000001;8,148;0,048;-0,044;0,018;0,002;-277,058;-343,392;-247,538;9,074;-10,766;"0"
"274";-60,482;0,024;13,204;0,200000000000003;0,0660000000000001;6,38800000000001;0,036;0,03;0;-0,004;-41,986;-46,542;9,94200000000001;-15,446;-11,562;"1"
"275";-101,21;0,022;24,254;-1,8;0,0639999999999998;15,07;0,0800000000000001;-0,076;0,024;0,022;32,9979999999999;-53,724;-46,432;18,758;17,486;"1"
"276";-711,664;-0,196;-15,246;-9,8;-0,112;-9,86199999999999;-0,056;-0,018;-0,022;-0,00799999999999999;-614,088;-489,44;-197,758;-121,026;-99,962;"0"
"277";457,82;-0,004;11,048;0,200000000000003;0,022;4,85399999999998;0,032;0,05;0,01;0,00800000000000001;386,642;314,548;122,62;68,866;53,85;"1"
"278";-390,024;0,01;5,59399999999999;2,39999999999999;-0,03;5,34999999999999;0,016;0,028;-0,002;0,00799999999999999;-291,626;-257,618;-105,016;-41,072;-35,016;"1"
"279";98,204;0,0179999999999999;11,22;0;-0,00800000000000001;3,47;0,038;-0,022;0,014;0,00799999999999999;87,956;82,256;4,09599999999999;21,026;16,13;"1"
"280";816,654;0;8,50200000000001;0,200000000000003;0,01;1,81799999999998;0,028;-0,06;0,018;0,026;703,586;568,984;82,72;164,85;123,948;"1"
"281";-43,182;-0,036;-8,136;-3,39999999999999;0,0620000000000001;-5,97999999999999;-0,016;-0,00399999999999995;-0,028;-0,024;-50,646;-115,688;-128,73;-23,2;-32,086;"1"
"282";1237,982;0,022;-5,18200000000002;2,8;-0,0239999999999998;-3,22999999999999;-0,024;0,054;-0,02;-0,01;903,248;805,544;426,26;108,306;89,282;"0"
"283";-828,356;0,028;-0,219999999999999;1,8;0,01;0,456000000000017;-0,01;0,03;0,004;-0,004;-689,722;-560,582;-201,134;-70,25;-56,19;"0"
"284";67,68;0,0660000000000001;-8,006;4,39999999999999;0,032;-3,01599999999999;-0,026;0,004;-0,00399999999999999;0;56,22;23,456;20,264;9,446;7,194;"1"
"285";-746,522;-0,0279999999999998;0,265999999999991;-2;-0,0879999999999999;-2,59999999999999;-0,00800000000000001;-0,00600000000000001;0,014;0,018;-538,29;-398,98;-216,272;6,65400000000002;6,232;"0"
"286";-32,386;-0,11;-5,59199999999998;-6,19999999999999;-0,048;-5,58800000000001;-0,014;-0,048;0,00799999999999999;0,002;30,222;9,10599999999999;-90,694;32,998;25,908;"1"
"287";-205,554;-0,128;-16,738;-7,40000000000001;-0,052;-10,038;-0,054;-0,03;-0,028;-0,014;-219,28;-161,69;-47,432;-55,022;-40,304;"0"
